Date,flow (cfs),ACC_FLOW_7,ACC_FLOW_14,ACC_FLOW_30,ACC_FLOW_40,ACC_FLOW_50,ACC_FLOW_60,ACC_FLOW_70,ACC_FLOW_80,ACC_FLOW_90,ACC_FLOW_180,ACC_FLOW_365
8/21/2009,907,6416,14590,33992,41384,48349,81411,110421,122235,136335,615195,1172318
8/22/2009,874,6541,14127,33809,41670,48396,77468,109928,121842,135092,613302,1172532
8/23/2009,850,6640,13621,33613,41906,48513,73222,109002,121566,134176,611186,1172704
8/24/2009,825,6586,13211,33433,42083,48651,68672,107732,121417,133536,609216,1172899
8/25/2009,864,6427,12836,33248,42199,48814,64367,106437,121317,133021,607471,1173131
8/26/2009,966,6301,12600,33160,42355,48987,61061,105041,121280,132665,606005,1173440
8/27/2009,1070,6257,12593,33136,42642,49278,59047,103147,121419,132481,604881,1173823
8/28/2009,1070,6356,12772,32956,42895,49676,58117,100717,121597,132401,604011,1174395
8/29/2009,1050,6519,13060,32526,43154,50106,57807,97867,121407,132241,602741,1174689
8/30/2009,1010,6695,13335,32206,43380,50519,57767,94557,120567,131961,599511,1174750
8/31/2009,1190,6855,13441,31986,43478,50870,57835,90897,119907,131721,594971,1174620
9/1/2009,1230,7220,13647,31946,43578,51439,58165,87237,119697,131611,589341,1174210
9/2/2009,1150,7586,13887,31906,43738,52031,58638,83347,119127,131691,582641,1173040
9/3/2009,1030,7770,14027,31726,43858,52508,59076,79097,118157,131842,575081,1171390
9/4/2009,909,7730,14086,31396,43878,52829,59444,74997,117067,131947,566671,1170420
9/5/2009,860,7569,14088,30955,43835,53030,59662,71736,115716,131955,557180,1169579
9/6/2009,818,7379,14074,30445,43705,53211,59847,69616,113716,131988,547240,1168839
9/7/2009,775,7187,14042,29893,43273,53212,59993,68434,111034,131914,537058,1168477
9/8/2009,775,6772,13992,29288,42548,53176,60128,67829,107889,131429,526933,1167912
9/9/2009,683,6317,13903,28803,41953,53127,60266,67514,104304,130314,517728,1166807
9/10/2009,646,5850,13620,28286,41406,52898,60290,67255,100317,129327,509241,1164940
9/11/2009,748,5466,13196,27832,40822,52454,60315,67041,96113,128573,501677,1162216
9/12/2009,1020,5305,12874,27607,40300,52132,60425,67032,91741,127521,494975,1159124
9/13/2009,896,5465,12844,27736,39990,52122,60772,67340,87361,126421,489125,1155794
9/14/2009,747,5543,12730,27850,39526,52008,60959,67574,83127,125197,483681,1151720
9/15/2009,639,5515,12287,27822,38923,51803,60998,67630,79704,123684,478198,1147147
9/16/2009,557,5379,11696,27557,38192,51452,60958,67594,77363,121463,472387,1142146
9/17/2009,541,5253,11103,27130,37379,50759,60698,67479,75920,118520,466094,1136833
9/18/2009,539,5148,10614,26681,36540,49800,60428,67380,75081,115141,459335,1131654
9/19/2009,519,4939,10244,26210,35819,48969,60143,67282,74530,111320,452184,1126813
9/20/2009,566,4438,9903,25758,35138,48258,59750,67142,74107,107169,444753,1122442
9/21/2009,504,4108,9651,25417,34604,47594,59226,67087,73813,102885,437359,1118668
9/22/2009,570,3865,9380,25047,34135,46828,58660,66953,73560,98269,430013,1115152
9/23/2009,645,3796,9175,24767,33814,46068,58200,66850,73418,93439,422673,1111852
9/24/2009,771,3884,9137,24587,33677,45353,57835,66786,73401,88954,415628,1108817
9/25/2009,851,4114,9262,24494,33673,44774,57654,66849,73481,85555,408939,1106198
9/26/2009,1410,4426,9365,24379,33620,44255,57515,67021,73657,83426,402460,1103919
9/27/2009,1900,5317,9755,24719,34046,44295,57675,67614,74395,82836,396740,1101689
9/28/2009,2060,6651,10759,25549,34956,44815,58075,68703,75655,83356,391640,1099659
9/29/2009,2320,8207,12072,26559,36006,45615,58765,69939,77078,84326,386590,1097439
9/30/2009,2030,9957,13753,27869,37355,46735,59855,71347,78739,85704,381340,1095299
10/1/2009,1570,11342,15226,28709,38478,47665,60655,72287,80148,86874,375250,1092689
10/2/2009,1180,12141,16255,29049,39174,48262,60955,72787,81080,87687,368210,1089249
10/3/2009,1020,12470,16896,29079,39504,48551,60805,72937,81587,88155,360340,1085209
10/4/2009,905,12080,17397,29069,39699,48789,60465,72947,81898,88513,351920,1080609
10/5/2009,778,11085,17736,29065,39740,48919,60020,72900,82095,88727,343625,1076034
10/6/2009,715,9803,18010,28983,39552,48793,59428,72688,82194,88830,335513,1071712
10/7/2009,702,8198,18155,28880,39197,48524,58773,72153,82092,88873,327838,1067777
10/8/2009,647,6870,18212,28807,38829,48236,58095,71355,81983,88935,320640,1064329
10/9/2009,600,5947,18088,28679,38426,47873,57482,70632,81806,88945,313617,1061566
10/10/2009,575,5367,17837,28596,38016,47502,56882,70002,81494,88886,306857,1059546
10/11/2009,550,4922,17002,28525,37401,47170,56357,69347,80979,88840,300452,1058021
10/12/2009,550,4567,15652,28327,36721,46846,55934,68627,80459,88752,294152,1056731
10/13/2009,575,4339,14142,27857,36121,46546,55593,67847,79979,88629,288132,1055601
10/14/2009,600,4199,12397,27536,35666,46296,55386,67062,79544,88495,282757,1054626
10/15/2009,661,4097,10967,27389,35357,46032,55211,66312,79192,88387,277997,1053936
10/16/2009,568,4111,10058,27411,35158,45727,54968,65603,78863,88369,273878,1053477
10/17/2009,597,4079,9446,27422,34908,45225,54552,64801,78181,88120,270136,1053045
10/18/2009,675,4101,9023,27478,34730,44752,54159,64018,77278,87906,266913,1052734
10/19/2009,600,4226,8793,27614,34630,44377,53824,63433,76583,87757,264158,1052459
10/20/2009,660,4276,8615,27695,34547,43967,53453,62833,75953,87445,261658,1052059
10/21/2009,598,4361,8560,27789,34561,43437,53206,62393,75383,87015,259508,1051629
10/22/2009,586,4359,8456,27883,34411,42805,52930,62018,74711,86543,257486,1051097
10/23/2009,546,4284,8395,27899,33977,42241,52666,61713,73967,86099,255652,1050483
10/24/2009,554,4262,8341,27800,33627,41757,52387,61477,73153,85635,254048,1049779
10/25/2009,508,4219,8320,27583,33434,41402,52077,61256,72357,85237,252672,1049163
10/26/2009,555,4052,8278,27240,33303,41050,51619,60860,71495,84755,251460,1048551
10/27/2009,565,4007,8283,26385,33301,40787,51104,60431,70680,84060,250485,1048046
10/28/2009,564,3912,8273,25050,33325,40577,50599,60006,69865,83125,249640,1047571
10/29/2009,498,3878,8237,23554,33350,40366,50113,59560,69169,82319,248854,1047135
10/30/2009,494,3790,8074,21732,33329,40181,49601,59087,68467,81587,248062,1046693
10/31/2009,540,3738,8000,20196,33257,40029,48905,58674,67861,80851,247356,1046337
11/1/2009,554,3724,7943,19166,33293,39821,48215,58340,67428,80121,246726,1046037
11/2/2009,675,3770,7822,18540,33277,39355,47619,58044,67091,79345,246120,1045761
11/3/2009,605,3890,7897,18195,33307,39134,47264,57894,66984,78660,245495,1045636
11/4/2009,588,3930,7842,17895,33141,38992,46960,57635,66814,77915,244560,1045473
11/5/2009,650,3954,7832,17705,32878,38941,46688,57257,66498,77133,242898,1045342
11/6/2009,700,4106,7896,17640,32118,39034,46520,56837,66164,76413,240068,1045193
11/7/2009,726,4312,8050,17638,30918,39193,46445,56467,65874,75733,236528,1045067
11/8/2009,700,4498,8222,17717,29584,39380,46396,56143,65590,75199,232574,1044965
11/9/2009,650,4644,8414,17817,27964,39561,46413,55833,65319,74699,228324,1044674
11/10/2009,600,4619,8509,17892,26584,39645,46417,55293,65062,74249,224304,1044174
11/11/2009,1090,4614,8544,17942,25614,39741,46269,54663,64788,73876,220964,1043654
11/12/2009,3730,5116,9070,18482,25524,40261,46339,54603,65028,74075,218794,1043644
11/13/2009,5230,8196,12302,21637,28234,43346,49173,57303,67933,77023,220004,1046324
11/14/2009,6270,12726,17038,26267,32559,47805,53656,61624,72299,81478,223324,1050514
11/15/2009,6940,18270,22768,31876,38051,53224,59287,67034,77603,86844,227694,1055714
11/16/2009,7290,24510,29154,38248,44276,58754,65670,73156,83473,92800,232704,1061254
11/17/2009,7550,31150,35769,44941,50864,64144,72419,79671,89693,99100,238074,1065864
11/18/2009,7640,38100,42714,51816,57767,69634,79430,86446,96193,105640,243404,1069414
11/19/2009,7730,44650,49766,58856,64807,74954,86551,93403,102823,112309,248644,1072254
11/20/2009,8090,48650,56846,65926,71962,80654,93715,100487,109363,119132,254224,1074554
11/21/2009,7980,51510,64236,73418,79502,87174,101301,107829,116223,126348,260524,1076804
11/22/2009,7470,53220,71490,80812,86932,93974,108711,114789,123053,133478,267014,1078924
11/23/2009,6820,53750,78260,87736,93827,100424,115536,121363,129493,140123,273144,1081034
11/24/2009,6130,53280,84430,94002,100047,106339,121585,127436,135404,146079,278744,1083614
11/25/2009,5220,51860,89960,99624,105516,111691,126864,132927,140674,151243,283724,1086374
11/26/2009,4540,49440,94090,104289,110168,116196,130674,137590,145076,155393,287794,1088884
11/27/2009,4260,46250,94900,108264,114111,120034,133314,141589,148841,158863,291104,1091254
11/28/2009,4040,42420,93930,111960,117696,123647,135514,145310,152326,162073,294034,1093634
11/29/2009,4040,38480,91700,115502,121136,127087,137234,148831,155683,165103,296824,1095924
11/30/2009,4170,35050,88800,119048,124516,130552,139244,152305,159077,167953,299564,1098234
12/1/2009,4230,32400,85680,122678,128088,134172,141844,155971,162499,170893,302584,1100614
12/2/2009,4210,30500,82360,126354,131732,137852,144894,159631,165709,173973,305815,1102954
12/3/2009,4890,29490,78930,129889,135396,141487,148084,163196,169023,177153,309100,1105164
12/4/2009,5400,29840,76090,134174,139732,145777,152069,167315,173166,181134,313089,1107674
12/5/2009,6130,30980,73400,138986,144624,150516,156691,171864,177927,185674,317662,1109894
12/6/2009,6850,33070,71550,144466,150199,156078,162106,176584,183500,190986,322900,1112334
12/7/2009,7300,35880,70930,150616,156484,162331,168254,181534,189809,197061,328490,1115644
12/8/2009,7790,39010,71410,157190,163220,168956,174907,186774,196570,203586,333900,1119774
12/9/2009,8670,42570,73070,164280,170512,176146,182097,192244,203841,210693,340020,1124844
12/10/2009,9890,47030,76520,172300,178688,184156,190192,198884,211945,218717,347290,1131154
12/11/2009,10500,52030,81870,181590,188038,193448,199532,207204,221331,227859,355380,1138944
12/12/2009,10700,57130,88110,191000,197984,203362,209482,216524,231261,237339,363760,1147424
12/13/2009,10800,61700,94770,197970,208009,213516,219607,226204,241316,247143,372340,1155704
12/14/2009,10500,65650,101530,203540,218204,223762,229807,236099,251345,257196,380880,1163604
12/15/2009,10300,68850,107860,207770,228116,233754,239646,245821,260994,267057,388520,1170424
12/16/2009,10200,71360,113930,211130,237766,243499,249378,255406,269884,276800,395320,1176224
12/17/2009,10200,72890,119920,214040,247266,253134,258981,264904,278184,286459,401600,1181354
12/18/2009,10400,73200,125230,216690,256740,262770,268506,274457,286324,296120,407440,1185884
12/19/2009,10500,73100,130230,219450,266440,272672,278306,284257,294404,306001,413170,1190304
12/20/2009,10300,72900,134600,222220,276290,282678,288146,294182,302874,315935,418820,1194754
12/21/2009,9970,72400,138050,224430,285990,292438,297848,303932,311604,325731,424000,1199304
12/22/2009,9410,71870,140720,226420,294870,301854,307232,313352,320394,335131,428570,1203634
12/23/2009,9050,70980,142340,228360,300550,310589,316096,322187,328784,343896,432850,1207514
12/24/2009,8590,69830,142720,230590,304370,319034,324592,330637,336929,352175,437730,1210914
12/25/2009,8050,68220,141420,233050,306690,327036,332674,338566,344741,359914,443340,1213924
12/26/2009,8290,65870,138970,235880,307800,334436,340169,346048,352076,366554,449390,1216524
12/27/2009,8570,63660,136560,239630,308800,342026,347894,353741,359664,372944,456300,1219524
12/28/2009,8760,61930,134330,243940,309820,349870,355900,361636,367587,379454,463780,1223004
12/29/2009,8720,60720,132590,248660,310940,357930,364162,369796,375747,385894,471598,1227064
12/30/2009,8570,60030,131010,253340,311930,366000,372388,377856,383892,392584,479458,1231444
12/31/2009,8710,59550,129380,257740,312410,373970,380418,385828,391912,399584,487271,1235874
1/1/2010,8870,59670,127890,262220,313140,381590,388574,393952,400072,407114,495269,1240604
1/2/2010,9000,60490,126360,266880,314540,386730,396769,402276,408367,414964,503477,1245684
1/3/2010,9330,61200,124860,270990,316720,390500,405164,410722,416767,423059,511786,1250964
1/4/2010,9420,61960,123890,274920,319920,393560,413906,419544,425436,431611,520441,1256684
1/5/2010,9310,62620,123340,278210,324120,396040,422676,428409,434288,440316,529189,1262674
1/6/2010,9100,63210,123240,280670,328890,398060,431286,437154,443001,448924,537859,1268704
1/7/2010,8880,63740,123290,282470,333730,399610,439660,445690,451426,457377,546322,1274634
1/8/2010,8560,63910,123580,283560,338570,400850,447840,454072,459706,465657,554543,1280224
1/9/2010,8130,63600,124090,283450,343090,401680,455750,462138,467606,473642,562482,1285074
1/10/2010,7550,62730,123930,281690,347050,401720,463280,469728,475138,481222,569974,1288984
1/11/2010,6380,60950,122910,278740,350370,401290,469740,476724,482102,488222,576851,1291744
1/12/2010,4940,57910,120530,274420,352540,400200,472390,482429,487936,494027,582522,1292854
1/13/2010,4050,53540,116750,268560,352590,398320,472100,486764,492322,498367,586754,1292164
1/14/2010,3630,48490,112230,262110,351240,396240,469880,490226,495864,501756,590125,1290224
1/15/2010,3300,43240,107150,255440,348740,394650,466570,493206,498939,504818,592938,1287644
1/16/2010,3050,37980,101580,248540,345190,393410,462580,495806,501674,507521,595427,1284654
1/17/2010,2990,32900,95630,241390,340940,392200,458080,498130,504160,509896,597653,1281434
1/18/2010,3530,28340,89290,233980,336140,391150,453430,500420,506652,512286,599731,1278274
1/19/2010,4160,25490,83400,227010,331000,390640,449230,503300,509688,515156,602171,1275864
1/20/2010,4890,24710,78250,220870,325270,390630,445300,506860,513308,518718,605261,1274644
1/21/2010,5640,25550,74040,215790,319660,391290,442210,510660,517644,523022,609121,1275134
1/22/2010,6720,27560,70800,212020,314600,392720,440380,512570,522609,528116,613751,1276964
1/23/2010,7920,30980,68960,209690,310520,394550,440280,514060,528724,534282,619519,1280094
1/24/2010,8870,35850,68750,209020,307940,397070,442070,515710,536056,541694,626449,1284464
1/25/2010,10000,41730,70070,209840,306510,399810,445720,517640,544276,550009,634069,1289764
1/26/2010,11900,48200,73690,211550,306310,402960,451180,520350,553576,559444,642569,1296354
1/27/2010,13100,55940,80650,214880,308010,407560,458820,524700,564750,570780,653099,1304954
1/28/2010,13800,64150,89700,219220,310710,412870,467880,530160,577150,583382,664969,1314894
1/29/2010,13700,72310,99870,224300,314010,418000,477640,536230,590300,596688,677539,1325694
1/30/2010,13700,79290,110270,229430,317410,421810,487170,541840,603400,609848,689969,1336474
1/31/2010,13800,85070,120920,234420,321140,425010,496640,547560,616010,622994,702339,1347344
2/1/2010,13700,90000,131730,239350,325530,428110,506230,553890,626080,636119,714779,1358344
2/2/2010,13500,93700,141900,244050,330180,431010,515040,560770,634550,649214,727129,1369124
2/3/2010,13200,95300,151240,248220,335090,434010,523140,568140,641780,662126,739259,1379594
2/4/2010,12500,95400,159550,252000,340240,436910,530210,576120,648040,674676,751089,1389834
2/5/2010,11700,94100,166410,255190,344450,439210,535860,584080,653250,686476,762209,1399544
2/6/2010,12900,92100,171390,257790,347580,440710,540260,591520,657400,697450,772649,1408624
2/7/2010,14200,91300,176370,261810,351720,443210,545370,600380,662660,709650,784349,1419054
2/8/2010,14900,91700,181700,267450,357200,446910,550900,610540,669130,723200,797449,1430814
2/9/2010,15700,92900,186600,274220,363530,451510,555910,621270,675940,737500,811376,1443354
2/10/2010,15800,95100,190400,282370,370520,457240,561110,632740,683660,752110,826185,1456854
2/11/2010,15900,97700,193100,291790,377450,463630,566210,644330,691990,764180,841203,1470564
2/12/2010,15800,101100,195200,302750,384350,470480,571310,655340,701070,774850,856328,1484474
2/13/2010,16600,105200,197300,314500,390820,477690,576610,665740,710740,784380,871224,1498334
2/14/2010,15900,108900,200200,327470,398000,486240,582910,676210,722120,794040,886840,1513084
2/15/2010,15900,110600,202300,340070,404590,493850,588610,685260,733480,802650,901750,1527144
2/16/2010,15300,111600,204500,352920,411390,501180,594310,693860,745120,811000,916640,1541284
2/17/2010,14400,111200,206300,365230,417810,507720,599210,701370,756380,818660,930969,1554894
2/18/2010,13300,109800,207500,376100,423650,513400,603110,707100,766740,825330,944462,1567724
2/19/2010,11900,107200,208300,385240,428820,518130,606110,710510,775870,830540,956888,1579504
2/20/2010,10700,103300,208500,392250,433170,521320,608040,711910,783540,834460,967938,1589764
2/21/2010,9740,97400,206300,397310,437490,523150,609330,711910,790030,837690,977813,1598624
2/22/2010,9150,91240,201840,400330,442290,523890,610020,710850,794880,840610,986689,1606204
2/23/2010,8690,84490,196090,401560,447390,523710,610580,709500,798630,843630,994873,1612554
2/24/2010,8380,77880,189080,401380,452450,522980,611220,707890,801190,847100,1002493,1618254
2/25/2010,8180,71860,181660,399760,457530,522050,611310,706070,802720,850940,1009803,1623814
2/26/2010,7930,66740,173940,396040,462660,521130,610920,704050,803600,854860,1016933,1629424
2/27/2010,7880,62770,166070,390870,467600,520180,610090,701580,803740,858750,1023853,1635024
2/28/2010,7880,59950,157350,384950,471950,519500,609250,698960,802950,862590,1030543,1640814
3/1/2010,7720,58090,149330,379130,475670,519250,608560,696540,800940,866300,1037193,1646754
3/2/2010,7600,56660,141150,373150,478500,519420,607570,694290,798160,869790,1043763,1652134
3/3/2010,8120,55570,133450,366950,480460,520640,606300,692480,795060,873180,1050333,1655454
3/4/2010,8790,55310,127170,361370,481860,523820,605420,691550,792380,876410,1057544,1658024
3/5/2010,9470,55920,122660,356660,482730,528560,604880,691750,790670,879800,1065474,1659994
3/6/2010,10200,57460,120230,352930,483330,534400,604930,693170,789840,883140,1074126,1661534
3/7/2010,10600,59780,119730,350630,483530,541300,605820,695080,789840,886490,1083551,1663024
3/8/2010,10500,62500,120590,349530,482230,548850,607320,697110,790240,889790,1093376,1664184
3/9/2010,9940,65280,121940,347130,479630,556360,608940,698850,790340,892500,1103193,1664284
3/10/2010,9350,67620,123190,342870,475770,562770,610320,700070,789780,893770,1112487,1663424
3/11/2010,8030,68850,124160,337320,471420,567960,611540,700850,788830,893230,1121089,1661774
3/12/2010,6800,68090,124010,329650,465750,571100,612020,700170,786890,890760,1128099,1658904
3/13/2010,5860,65420,122880,320650,458750,572260,612440,698100,784280,886860,1134003,1655724
3/14/2010,5280,61080,120860,310610,450910,571400,613360,694960,781090,881920,1139116,1652414
3/15/2010,5250,55760,118260,300090,442690,568760,614590,690910,777780,876700,1143757,1649484
3/16/2010,5380,50510,115790,288740,434740,565140,616210,686740,774980,871650,1148450,1647284
3/17/2010,5730,45950,113570,278220,427620,560520,618290,682810,772070,866830,1153289,1645794
3/18/2010,6100,42330,111180,268050,421650,554350,620970,679440,769230,862360,1158480,1645184
3/19/2010,6270,40400,108490,258850,414850,547350,624080,676660,766570,858060,1164061,1645054
3/20/2010,5930,39870,105290,250720,406920,539820,626820,674370,764120,853830,1169765,1644874
3/21/2010,5150,39940,101020,243350,397950,532050,628590,672170,761480,849460,1175191,1643954
3/22/2010,4510,39810,95570,236600,387400,523500,628850,669770,757920,844640,1179771,1641804
3/23/2010,4350,39070,89580,230410,376110,514210,627720,667900,753560,839740,1183636,1638624
3/24/2010,4300,38040,83990,225020,364560,504860,625350,667310,748910,835040,1187215,1635024
3/25/2010,4440,36610,78940,220170,353060,495660,621730,667560,743880,830750,1190664,1631364
3/26/2010,4720,34950,75350,215920,340900,486900,617300,668370,738900,827140,1193694,1627954
3/27/2010,4730,33400,73270,212260,329720,479120,612020,669790,734310,823570,1196514,1624764
3/28/2010,4330,32200,72140,208810,318550,472150,604850,671470,729940,819730,1199184,1621804
3/29/2010,3790,31380,71190,205210,307580,463580,596080,672810,725390,815300,1201194,1618674
3/30/2010,3680,30660,69730,201120,296970,453170,586070,673070,720620,810370,1202954,1615134
3/31/2010,4240,29990,68030,196920,287350,441950,576050,672590,716170,805480,1205064,1611684
4/1/2010,5150,29930,66540,193440,279690,430490,566590,671940,712860,801010,1208124,1608924
4/2/2010,6190,30640,65590,190990,274140,419840,557940,671450,711630,797290,1212254,1606964
4/3/2010,7370,32110,65510,189060,270590,410130,550430,670920,712880,794480,1217539,1605584
4/4/2010,9000,34750,66950,187640,268810,401700,544300,670370,716200,792520,1224131,1604834
4/5/2010,10500,39420,70800,187170,269120,394100,540100,670500,721570,792100,1232416,1605224
4/6/2010,11500,46130,76790,187470,271240,388700,538100,671000,728770,793290,1242214,1606674
4/7/2010,11200,53950,83940,188370,274560,384300,537900,670600,737220,795690,1253067,1608734
4/8/2010,9830,60910,90840,189070,277830,380200,536200,668700,745430,798010,1263667,1610734
4/9/2010,8170,65590,96230,188960,279780,375630,531830,664730,751730,799280,1272922,1611674
4/10/2010,6330,67570,99680,187780,280070,370500,525100,659200,755740,799320,1280542,1611454
4/11/2010,5010,66530,101280,186080,278680,364930,515730,651830,757180,798100,1286322,1609884
4/12/2010,4230,62540,101960,184290,276090,359240,504940,643040,756550,796730,1290757,1607224
4/13/2010,3800,56270,102400,182660,272200,353730,493270,633570,754060,796020,1294387,1604094
4/14/2010,3420,48570,102520,181180,267210,348380,481270,623870,749940,795770,1297526,1600914
4/15/2010,3010,40790,101700,179350,261160,343110,468090,614090,744490,795560,1300378,1597484
4/16/2010,2690,33970,99560,176980,253970,337740,455200,604600,737500,795270,1302791,1593924
4/17/2010,2400,28490,96060,173940,246060,332250,441990,595590,728290,794910,1304806,1590664
4/18/2010,2160,24560,91090,170240,237960,326720,429090,585090,717590,794320,1306606,1587704
4/19/2010,2030,21710,84250,166130,230180,321000,416850,573050,705950,792950,1308106,1585084
4/20/2010,1860,19510,75780,162230,222860,315150,405580,560180,694280,790820,1309538,1582804
4/21/2010,1760,17570,66140,158940,216690,309290,395540,546340,682440,787790,1310812,1580844
4/22/2010,1660,15910,56700,156190,211650,303450,386600,532300,670400,783910,1312026,1579174
4/23/2010,1590,14560,48530,153500,207450,296990,378520,518060,658360,778850,1313132,1577734
4/24/2010,1630,13460,41950,150790,203760,289790,370960,503850,646450,772520,1314214,1576514
4/25/2010,1620,12690,37250,147980,200140,281950,363900,488880,634880,765280,1315289,1575524
4/26/2010,1530,12150,33860,144880,196380,273370,357140,474600,624000,756900,1316344,1574724
4/27/2010,1400,11650,31160,141680,192180,264300,350490,460230,613830,746530,1317310,1574104
4/28/2010,1380,11190,28760,138750,187480,255200,343960,446330,602330,734830,1318212,1573574
4/29/2010,1400,10810,26720,136340,182590,246640,337460,433310,589510,722410,1319098,1573234
4/30/2010,1250,10550,25110,134060,178060,238690,330980,421410,576010,710110,1319958,1573104
5/1/2010,1220,10210,23670,131070,174160,231910,324510,410760,561560,697660,1320654,1572944
5/2/2010,1130,9800,22490,127140,170870,226330,318130,401280,546980,685080,1321199,1572814
5/3/2010,1020,9310,21460,122080,167650,221600,311140,392670,532210,672510,1321724,1572654
5/4/2010,1030,8800,20450,115730,164370,217340,303370,384540,517430,660030,1322156,1572474
5/5/2010,977,8430,19620,107760,160960,213120,294930,376880,501860,647860,1322536,1572334
5/6/2010,936,8027,18837,98237,157217,208717,285707,369477,486937,636337,1322813,1572151
5/7/2010,883,7563,18113,87673,153423,203923,276043,362233,471973,625573,1323023,1571787
5/8/2010,943,7196,17406,77356,149976,198706,266426,355186,457556,613556,1323206,1571130
5/9/2010,862,6919,16719,68469,147129,193379,257429,348249,444099,600299,1323499,1569823
5/10/2010,739,6651,15961,61161,144311,188311,248941,341231,431661,586261,1323761,1567205
5/11/2010,684,6370,15170,55570,140810,183900,241650,334250,420500,571300,1323410,1563704
5/12/2010,677,6024,14454,51244,136344,180074,235534,327334,410484,556184,1320364,1559708
5/13/2010,605,5724,13751,47691,130831,176401,230351,319891,401421,540961,1315811,1555435
5/14/2010,580,5393,12956,44496,124066,172706,225676,311706,392876,525766,1310146,1551370
5/15/2010,600,5090,12286,41656,115646,168846,221006,302816,384766,509746,1303786,1548010
5/16/2010,572,4747,11666,39246,105746,164726,216226,293216,376986,494446,1297096,1545350
5/17/2010,734,4457,11108,37128,94818,160568,211068,283188,369378,479118,1290118,1543402
5/18/2010,859,4452,10822,35462,84352,156972,205702,273422,362182,464552,1283212,1542226
5/19/2010,1010,4627,10651,34161,75381,154041,200291,264341,355161,451011,1276341,1541185
5/20/2010,1440,4960,10684,33141,68221,151371,195371,256001,348291,438721,1269261,1540265
5/21/2010,2450,5795,11188,32721,63331,148571,191661,249411,342011,428261,1262721,1539785
5/22/2010,3150,7665,12755,33411,60771,145871,189601,245061,336861,420011,1257701,1540015
5/23/2010,3490,10215,14962,34901,59691,142831,188401,242351,331891,413421,1254031,1540765
5/24/2010,3500,13133,17590,36801,59381,138951,187591,240561,326591,407761,1251391,1542105
5/25/2010,3280,15899,20351,38671,59461,133451,186651,238811,320621,402571,1249671,1543815
5/26/2010,3360,18320,22947,40331,59731,126231,185211,236711,313701,397471,1248411,1545605
5/27/2010,3670,20670,25630,42161,60401,118091,183841,234341,306461,392651,1247511,1547625
5/28/2010,3990,22900,28695,44431,61671,110561,183181,231911,299631,388391,1247141,1550075
5/29/2010,4170,24440,32105,47041,63501,104721,183381,229631,293681,384501,1247091,1552915
5/30/2010,4010,25460,35675,49811,65641,100721,183871,227871,288501,380791,1247091,1555935
5/31/2010,3750,25980,39113,52571,67791,98401,183641,226731,284481,377081,1246871,1558715
6/1/2010,3820,26230,42129,55101,69781,97141,182241,225971,281431,373231,1246411,1561135
6/2/2010,4130,26770,45090,57791,71941,96731,179871,225441,279391,368931,1245341,1563705
6/3/2010,4340,27540,48210,60901,74481,97061,176631,225271,278241,364271,1244071,1566535
6/4/2010,4490,28210,51110,64211,77191,97981,171971,225171,277331,359141,1242281,1569725
6/5/2010,4410,28710,53150,67724,80061,99461,165961,224941,276441,353431,1239921,1573216
6/6/2010,4350,28950,54410,71198,82941,101181,158871,224621,275121,347241,1237031,1576701
6/7/2010,4360,29290,55270,74665,85891,103131,152021,224641,273371,341091,1233591,1580150
6/8/2010,4250,29900,56130,78082,88871,105331,146551,225211,271461,335511,1229281,1583683
6/9/2010,4210,30330,57100,81470,91721,107551,142631,225781,269781,330411,1223641,1587041
6/10/2010,4160,30410,57950,84941,94681,109901,140511,225751,268841,326591,1217351,1589991
6/11/2010,3920,30230,58440,88417,97621,112301,139661,224761,268491,323951,1210811,1592261
6/12/2010,3490,29660,58370,91660,100411,114561,139351,222491,268061,322011,1203931,1594511
6/13/2010,2390,28740,57690,94545,102881,116461,139041,218611,267251,320221,1196921,1596601
6/14/2010,1410,26780,56070,96355,104241,117221,138011,212001,265201,317361,1189011,1597191
6/15/2010,980,23830,53730,97165,104674,117011,136411,202911,261891,313391,1180221,1596481
6/16/2010,918,20560,50890,97573,104718,116461,134701,192391,258141,308641,1171001,1595341
6/17/2010,1420,17268,47678,97757,104753,115979,133219,182109,254729,303459,1161519,1593999
6/18/2010,1690,14528,44758,98318,105230,116019,132479,173699,252359,298609,1152439,1592559
6/19/2010,1430,12298,41958,98998,106058,116309,132139,167219,250369,294369,1143829,1590749
6/20/2010,1090,10238,38978,98988,106749,116489,131709,162319,247559,290649,1135289,1588259
6/21/2010,1170,8938,35718,97628,107155,116359,131039,158399,243499,287229,1126969,1584989
6/22/2010,1050,8698,32528,95648,107648,116399,130549,155339,238479,284049,1119089,1581489
6/23/2010,915,8768,29328,93208,108093,116429,130009,152589,232159,280799,1111549,1577689
6/24/2010,813,8765,26033,90623,108428,116314,129294,150084,224074,277274,1104414,1573484
6/25/2010,717,8158,22686,88156,108641,116150,128487,147887,214387,273367,1096937,1568897
6/26/2010,669,7185,19483,85513,108786,115931,127674,145914,203604,269354,1089084,1564484
6/27/2010,703,6424,16662,82512,108721,115717,126943,144183,193073,265693,1080993,1560983
6/28/2010,754,6037,14975,79225,108565,115477,126266,142726,183946,262606,1072976,1558706
6/29/2010,675,5621,14319,75809,108309,115369,125620,141450,176530,259680,1065160,1557460
6/30/2010,799,5246,14014,72474,107544,115305,125045,140265,170875,256115,1057125,1556755
